0,250209.0284,3688250.901,126.317171,33.30444294
1,250209.1319,3688250.777,126.3171721,33.30444186
2,250209.2882,3688250.658,126.3171739,33.30444082
3,250209.4275,3688250.521,126.3171754,33.30443962
4,250209.5582,3688250.375,126.3171768,33.30443833
5,250209.696,3688250.232,126.3171783,33.30443707
6,250209.8443,3688250.104,126.31718,33.30443596
7,250209.986,3688249.967,126.3171815,33.30443475
8,250210.1265,3688249.832,126.3171831,33.30443357
9,250210.2669,3688249.69,126.3171846,33.30443233
10,250210.4096,3688249.556,126.3171862,33.30443116
11,250210.5388,3688249.41,126.3171876,33.30442987
12,250210.6818,3688249.276,126.3171892,33.30442869
13,250210.8141,3688249.128,126.3171907,33.30442739
14,250210.9578,3688248.992,126.3171922,33.3044262
15,250211.0952,3688248.848,126.3171937,33.30442493
16,250211.2259,3688248.699,126.3171952,33.30442362
17,250211.3609,3688248.553,126.3171967,33.30442234
18,250211.492,3688248.412,126.3171981,33.3044211
19,250211.6308,3688248.271,126.3171997,33.30441985
20,250211.769,3688248.13,126.3172012,33.30441862
21,250211.9046,3688247.99,126.3172027,33.30441739
22,250212.0429,3688247.846,126.3172042,33.30441613
23,250212.1645,3688247.695,126.3172055,33.30441479
24,250212.2918,3688247.548,126.3172069,33.30441349
25,250212.4267,3688247.407,126.3172084,33.30441225
26,250212.5512,3688247.256,126.3172098,33.30441093
27,250212.6789,3688247.108,126.3172112,33.30440962
28,250212.8112,3688246.962,126.3172127,33.30440833
29,250212.9317,3688246.809,126.317214,33.30440699
30,250213.0559,3688246.655,126.3172154,33.30440563
31,250213.183,3688246.508,126.3172168,33.30440434
32,250213.3184,3688246.361,126.3172183,33.30440304
33,250213.4445,3688246.214,126.3172197,33.30440174
34,250213.5703,3688246.064,126.3172211,33.30440042
35,250213.7044,3688245.922,126.3172225,33.30439917
36,250213.8377,3688245.78,126.317224,33.30439793
37,250213.9747,3688245.64,126.3172255,33.3043967
38,250214.1195,3688245.503,126.3172271,33.30439549
39,250214.2557,3688245.362,126.3172286,33.30439426
40,250214.3987,3688245.229,126.3172302,33.30439309
41,250214.5483,3688245.103,126.3172318,33.30439199
42,250214.6871,3688244.965,126.3172334,33.30439078
43,250214.842,3688244.84,126.3172351,33.30438969
44,250214.9841,3688244.708,126.3172366,33.30438854
45,250215.1411,3688244.587,126.3172383,33.30438748
46,250215.2942,3688244.466,126.31724,33.30438643
47,250215.4505,3688244.343,126.3172417,33.30438535
48,250215.6071,3688244.219,126.3172434,33.30438427
49,250215.7606,3688244.094,126.3172451,33.30438318
50,250215.9129,3688243.981,126.3172468,33.3043822
51,250216.0655,3688243.857,126.3172485,33.30438112
52,250216.2118,3688243.732,126.3172501,33.30438002
53,250216.3689,3688243.612,126.3172518,33.30437898
54,250216.5131,3688243.482,126.3172534,33.30437784
55,250216.6585,3688243.354,126.317255,33.30437672
56,250216.8055,3688243.229,126.3172566,33.30437563
57,250216.9453,3688243.091,126.3172581,33.30437442
58,250217.0853,3688242.951,126.3172596,33.30437319
59,250217.2166,3688242.808,126.3172611,33.30437193
60,250217.3551,3688242.67,126.3172626,33.30437072
61,250217.4845,3688242.527,126.317264,33.30436946
62,250217.6185,3688242.387,126.3172655,33.30436823
63,250217.7568,3688242.243,126.317267,33.30436696
64,250217.8896,3688242.094,126.3172685,33.30436565
65,250218.0199,3688241.946,126.31727,33.30436435
66,250218.1513,3688241.804,126.3172714,33.3043631
67,250218.2866,3688241.659,126.3172729,33.30436182
68,250218.4169,3688241.508,126.3172743,33.3043605
69,250218.5495,3688241.362,126.3172758,33.30435921
70,250218.679,3688241.213,126.3172772,33.3043579
71,250218.8036,3688241.061,126.3172786,33.30435656
72,250218.9251,3688240.907,126.31728,33.3043552
73,250219.0582,3688240.762,126.3172814,33.30435392
74,250219.1887,3688240.61,126.3172829,33.30435259
75,250219.3182,3688240.473,126.3172843,33.30435138
76,250219.4354,3688240.313,126.3172856,33.30434997
77,250219.5628,3688240.166,126.317287,33.30434867
78,250219.6741,3688240.006,126.3172882,33.30434725
79,250219.7966,3688239.853,126.3172896,33.30434591
80,250219.9261,3688239.702,126.317291,33.30434457
81,250220.0444,3688239.562,126.3172923,33.30434334
82,250220.1647,3688239.41,126.3172937,33.304342
83,250220.2851,3688239.259,126.317295,33.30434067
84,250220.4116,3688239.112,126.3172964,33.30433937
85,250220.5287,3688238.953,126.3172977,33.30433797
86,250220.6502,3688238.795,126.317299,33.30433657
87,250220.7597,3688238.644,126.3173003,33.30433523
88,250220.8891,3688238.502,126.3173017,33.30433399
89,250221.0095,3688238.349,126.317303,33.30433263
90,250221.1432,3688238.201,126.3173045,33.30433133
91,250221.2768,3688238.054,126.317306,33.30433003
92,250221.3995,3688237.899,126.3173073,33.30432867
93,250221.5466,3688237.764,126.3173089,33.30432748
94,250221.6642,3688237.606,126.3173103,33.30432609
95,250221.7922,3688237.453,126.3173117,33.30432474
96,250221.9297,3688237.308,126.3173132,33.30432347
97,250222.056,3688237.158,126.3173146,33.30432214
98,250222.1912,3688237.018,126.3173161,33.30432092
99,250222.316,3688236.867,126.3173175,33.30431958
100,250222.4554,3688236.724,126.317319,33.30431833
101,250222.5838,3688236.571,126.3173204,33.30431698
102,250222.7295,3688236.435,126.317322,33.30431579
103,250222.8695,3688236.295,126.3173235,33.30431456
104,250223.0104,3688236.159,126.3173251,33.30431337
105,250223.148,3688236.014,126.3173266,33.3043121
106,250223.2886,3688235.877,126.3173282,33.30431089
107,250223.4444,3688235.758,126.3173299,33.30430985
108,250223.5855,3688235.623,126.3173314,33.30430867
109,250223.7351,3688235.493,126.3173331,33.30430753
110,250223.8866,3688235.365,126.3173347,33.30430642
111,250224.0269,3688235.227,126.3173363,33.3043052
112,250224.1558,3688235.097,126.3173377,33.30430407
113,250224.301,3688234.961,126.3173393,33.30430287
114,250224.4528,3688234.84,126.3173409,33.30430181
115,250224.5996,3688234.705,126.3173426,33.30430063
116,250224.7443,3688234.569,126.3173441,33.30429944
117,250224.8822,3688234.435,126.3173457,33.30429826
118,250225.0287,3688234.307,126.3173473,33.30429714
119,250225.1765,3688234.174,126.3173489,33.30429598
120,250225.3233,3688234.043,126.3173505,33.30429483
121,250225.47,3688233.911,126.3173521,33.30429368
122,250225.6168,3688233.778,126.3173537,33.30429252
123,250225.7742,3688233.659,126.3173554,33.30429148
124,250225.9221,3688233.525,126.3173571,33.3042903
125,250226.0696,3688233.397,126.3173587,33.30428919
126,250226.1946,3688233.405,126.31736,33.30428929
127,250226.3195,3688233.413,126.3173614,33.3042894
128,250226.4445,3688233.422,126.3173627,33.3042895
129,250226.4445,3688233.422,126.3173627,33.3042895
130,250226.6397,3688233.435,126.3173648,33.30428967
131,250226.8363,3688233.455,126.3173669,33.30428989
132,250227.0293,3688233.503,126.317369,33.30429037
133,250227.2175,3688233.533,126.317371,33.30429068
134,250227.4079,3688233.564,126.317373,33.304291
135,250227.597,3688233.601,126.317375,33.30429138
136,250227.7698,3688233.665,126.3173769,33.304292
137,250227.9599,3688233.697,126.3173789,33.30429233
138,250228.1418,3688233.757,126.3173808,33.30429291
139,250228.3291,3688233.809,126.3173828,33.30429343
140,250228.511,3688233.866,126.3173848,33.30429398
141,250228.6895,3688233.93,126.3173867,33.3042946
142,250228.8781,3688233.976,126.3173887,33.30429506
143,250229.069,3688234.02,126.3173907,33.3042955
144,250229.2517,3688234.08,126.3173926,33.30429608
145,250229.4384,3688234.122,126.3173946,33.3042965
146,250229.6241,3688234.17,126.3173966,33.30429697
147,250229.8111,3688234.209,126.3173986,33.30429737
148,250229.9975,3688234.255,126.3174006,33.30429783
149,250230.1894,3688234.303,126.3174026,33.30429831
150,250230.3831,3688234.325,126.3174047,33.30429855
151,250230.5768,3688234.363,126.3174068,33.30429894
152,250230.7492,3688234.384,126.3174086,33.30429917
153,250230.9457,3688234.397,126.3174107,33.30429933
154,250231.1433,3688234.411,126.3174128,33.3042995
155,250231.3134,3688234.395,126.3174147,33.3042994
156,250231.4995,3688234.412,126.3174167,33.3042996
157,250231.6857,3688234.415,126.3174187,33.30429967
158,250231.866,3688234.413,126.3174206,33.30429968
159,250232.0509,3688234.426,126.3174226,33.30429985
160,250232.2295,3688234.42,126.3174245,33.30429983
161,250232.4051,3688234.397,126.3174264,33.30429967
162,250232.598,3688234.361,126.3174285,33.30429939
163,250232.785,3688234.306,126.3174305,33.30429893
164,250232.9573,3688234.233,126.3174324,33.30429832
165,250233.1115,3688234.157,126.317434,33.30429767
166,250233.2698,3688234.079,126.3174358,33.304297
167,250233.4092,3688234.006,126.3174373,33.30429638
168,250233.5374,3688233.914,126.3174387,33.30429558
169,250233.6928,3688233.804,126.3174404,33.30429462
170,250233.8482,3688233.686,126.3174421,33.3042936
171,250233.9596,3688233.528,126.3174433,33.3042922
