INDEX,UTM_X,UTM_Y,LON,LAT
353.0000000000000,250247.6905548908390,3688195.9719044338000,126.3176010105816,33.303957
354.0000000000000,250247.8226667099800,3688195.8333617318400,126.3176024664901,33.30395578
355.0000000000000,250247.9786745414890,3688195.7136185416000,126.3176041732832,33.30395474
356.0000000000000,250248.1364762257720,3688195.6276615513500,126.3176058890064,33.303954
357.0000000000000,250248.2763549006480,3688195.5031641372500,126.3176074256558,33.30395291
358.0000000000000,250248.4193872615570,3688195.3702350780400,126.3176089969685,33.30395175
359.0000000000000,250248.5764728685020,3688195.2560926149600,126.3176107142857,33.30395076
360.0000000000000,250248.7325357895750,3688195.1352171418300,126.3176124219393,33.3039497
361.0000000000000,250248.8975300568850,3688195.0275811753300,126.3176142222224,33.30394877
362.0000000000000,250249.0604441963360,3688194.9192825863200,126.3176160000000,33.30394783
363.0000000000000,250249.2280271321940,3688194.8146712863800,126.3176178271387,33.30394693
364.0000000000000,250249.3807102945860,3688194.6890687150900,126.3176195000000,33.30394583
365.0000000000000,250249.5489430007000,3688194.5901979790100,126.3176213325220,33.30394498
366.0000000000000,250249.7174499935350,3688194.4954269118600,126.3176231666670,33.30394417
367.0000000000000,250249.8930111464870,3688194.4080498921700,126.3176250744902,33.30394342
368.0000000000000,250250.0757686804860,3688194.3365080240200,126.3176270553126,33.30394282
369.0000000000000,250250.2632112848800,3688194.2760625607400,126.3176290832343,33.30394232
370.0000000000000,250250.4574102409240,3688194.2360561098900,126.3176311778024,33.303942
371.0000000000000,250250.6506729415560,3688194.1938626826800,126.3176332635115,33.30394167
372.0000000000000,250250.8466418856690,3688194.1703407322100,126.3176353727156,33.3039415
373.0000000000000,250251.0459481907310,3688194.1681305305100,126.3176375114341,33.30394152
374.0000000000000,250251.2397468083650,3688194.1784790665900,126.3176395886118,33.30394167
375.0000000000000,250251.4375173947770,3688194.1923760743800,126.3176417065495,33.30394183
376.0000000000000,250251.6317075211550,3688194.2241837210000,126.3176437815570,33.30394217
377.0000000000000,250251.8244846572630,3688194.2501448933100,126.3176458431254,33.30394244
378.0000000000000,250252.0119188673560,3688194.2984658889500,126.3176478404567,33.30394292
379.0000000000000,250252.1965472208100,3688194.3667001868600,126.3176498030450,33.30394358
380.0000000000000,250252.3814055061950,3688194.4320508213700,126.3176517683838,33.30394421
381.0000000000000,250252.5550499678640,3688194.5265876832400,126.3176536056240,33.3039451
382.0000000000000,250252.7272154025260,3688194.6174522526600,126.3176554278536,33.30394596
383.0000000000000,250252.8842033856490,3688194.7338039772600,126.3176570801249,33.30394705
384.0000000000000,250253.0488978736390,3688194.8416475569800,126.3176588174605,33.30394806
385.0000000000000,250253.2100734265400,3688194.9521885826300,126.3176605167751,33.30394909
386.0000000000000,250253.3567777233830,3688195.0784406038000,126.3176620557178,33.30395026
387.0000000000000,250253.5063059075610,3688195.2064542980000,126.3176636248086,33.30395145
388.0000000000000,250253.6566589626600,3688195.3355949851700,126.3176652024119,33.30395265
389.0000000000000,250253.8039655677560,3688195.4651124156100,126.3176667473137,33.30395385
390.0000000000000,250253.9591662653250,3688195.5869843736300,126.3176683790086,33.30395498
391.0000000000000,250254.1088286024460,3688195.7072713729000,126.3176699516319,33.3039561
392.0000000000000,250254.2616213346190,3688195.8299947767500,126.3176715574347,33.30395724
393.0000000000000,250254.4283027751080,3688195.9322717832400,126.3176733176570,33.3039582
394.0000000000000,250254.5733695050870,3688196.0609934278800,126.3176748385504,33.3039594
395.0000000000000,250254.7312541090650,3688196.1792447050100,126.3176765000000,33.3039605
396.0000000000000,250254.8929075737830,3688196.2955817235600,126.3176782024119,33.30396159
397.0000000000000,250255.0536484945910,3688196.4095369819600,126.3176798957254,33.30396265
398.0000000000000,250255.2118745008480,3688196.5200570616900,126.3176815631593,33.30396368
399.0000000000000,250255.3702189500320,3688196.6355418711900,126.3176832301587,33.30396476
400.0000000000000,250255.5427997341320,3688196.7309754910000,126.3176850555553,33.30396566
401.0000000000000,250255.7095550275400,3688196.8385025435100,126.3176868152037,33.30396667
402.0000000000000,250255.8849154923810,3688196.9273153613300,126.3176886723643,33.30396751
403.0000000000000,250256.0665679341470,3688197.0002025221500,126.3176906012351,33.30396821
404.0000000000000,250256.2365769046300,3688197.0971292168800,126.3176923987649,33.30396912
405.0000000000000,250256.4143614473860,3688197.1876876540500,126.3176942813955,33.30396998
406.0000000000000,250256.5885166793010,3688197.2756949579400,126.3176961257752,33.30397081
407.0000000000000,250256.7655174325040,3688197.3662752998100,126.3176980000000,33.30397167
408.0000000000000,250256.9345866799120,3688197.4699307889700,126.3176997855176,33.30397264
409.0000000000000,250257.0958787518320,3688197.5853824312800,126.3177014843240,33.30397372
410.0000000000000,250257.2447107216280,3688197.7131516547000,126.3177030459996,33.3039749
411.0000000000000,250257.3900674690370,3688197.8450533407800,126.3177045692727,33.30397613
412.0000000000000,250257.5221566797990,3688197.9871062468800,126.3177059473985,33.30397744
413.0000000000000,250257.6608274813040,3688198.1264640316400,126.3177073968251,33.30397872
414.0000000000000,250257.8005209167310,3688198.2662618658500,126.3177088571430,33.30398002
415.0000000000000,250257.9460290562420,3688198.4023969778800,126.3177103809526,33.30398128
416.0000000000000,250258.0789397692420,3688198.5487685483000,126.3177117668037,33.30398263
417.0000000000000,250258.2254267154780,3688198.6773606315300,126.3177133030450,33.30398382
418.0000000000000,250258.3724176909890,3688198.8066574488800,126.3177148444692,33.30398502
419.0000000000000,250258.5188465176320,3688198.9382341560000,126.3177163793327,33.30398624
420.0000000000000,250258.6691829438490,3688199.0649191448500,126.3177179574850,33.30398741
421.0000000000000,250258.8177424721070,3688199.1941234855900,126.3177195158585,33.30398861
422.0000000000000,250258.9635407558230,3688199.3292456632500,126.3177210429546,33.30398986
423.0000000000000,250259.1250871551740,3688199.4390577464400,126.3177227460321,33.30399089
424.0000000000000,250259.2690078747980,3688199.5708997938800,126.3177242539679,33.30399211
425.0000000000000,250259.4288012282920,3688199.6844229102200,126.3177259372102,33.30399317
426.0000000000000,250259.5832969153990,3688199.8039392442500,126.3177275618871,33.30399428
427.0000000000000,250259.7466358706000,3688199.9168801116800,126.3177292833894,33.30399534
428.0000000000000,250259.9075521433840,3688200.0337119987200,126.3177309777804,33.30399643
429.0000000000000,250260.0603131707460,3688200.1601496324900,126.3177325820174,33.3039976
430.0000000000000,250260.2202617548460,3688200.2760230237600,126.3177342663222,33.30399868
431.0000000000000,250260.3664172777200,3688200.4050816223000,126.3177357989222,33.30399988
432.0000000000000,250260.5202707645650,3688200.5279615577300,126.3177374158055,33.30400102
433.0000000000000,250260.6670603597300,3688200.6616017324900,126.3177389540004,33.30400226
434.0000000000000,250260.8059576638040,3688200.8024193183500,126.3177404054794,33.30400356
435.0000000000000,250260.9444281692260,3688200.9417239204100,126.3177418528277,33.30400485
436.0000000000000,250261.0743571341440,3688201.0889081941000,126.3177432063490,33.30400621
437.0000000000000,250261.2053885026830,3688201.2370443311500,126.3177445714289,33.30400757
438.0000000000000,250261.3276631231420,3688201.3899074960500,126.3177458412697,33.30400898
439.0000000000000,250261.4479236794860,3688201.5444068042600,126.3177470889911,33.3040104
440.0000000000000,250261.5593579988920,3688201.7056027962800,126.3177482401928,33.30401188
441.0000000000000,250261.6700197531310,3688201.8716388805800,126.3177493817727,33.3040134
442.0000000000000,250261.7707934775970,3688202.0389463659400,126.3177504166941,33.30401493
443.0000000000000,250261.8847533377120,3688202.1999582024300,126.3177515952384,33.3040164
444.0000000000000,250261.9940975877980,3688202.3628304265500,126.3177527235157,33.3040179
445.0000000000000,250262.1206398371430,3688202.5121604241400,126.3177540401218,33.30401927
446.0000000000000,250262.2414634142180,3688202.6690826681500,126.3177552932112,33.30402071
447.0000000000000,250262.3515488090050,3688202.8353776410200,126.3177564285714,33.30402224
448.0000000000000,250262.4624980070510,3688203.0016481210500,126.3177575731778,33.30402376
449.0000000000000,250262.5623454788000,3688203.1692940397200,126.3177585979451,33.3040253
450.0000000000000,250262.6899111708040,3688203.3106139889000,126.3177599285717,33.3040266
451.0000000000000,250262.7787009723540,3688203.4823871078000,126.3177608333330,33.30402817
452.0000000000000,250262.8730148299070,3688203.6533316387800,126.3177617985419,33.30402973
453.0000000000000,250262.9441334516450,3688203.8331073587800,126.3177625114159,33.30403137
454.0000000000000,250263.0205403922590,3688204.0133255468700,126.3177632826908,33.30403301
455.0000000000000,250263.0737728696250,3688204.2034361236700,126.3177638007772,33.30403473
456.0000000000000,250263.1590186482640,3688204.3790019578300,126.3177646666670,33.30403633
457.0000000000000,250263.2147069053890,3688204.5603543222000,126.3177652137100,33.30403798
458.0000000000000,250263.2360379446470,3688204.7571192332600,126.3177653874669,33.30403976
459.0000000000000,250263.2598307705190,3688204.9530930155900,126.3177655882017,33.30404153
460.0000000000000,250263.2744135182870,3688205.1471087108400,126.3177656905124,33.30404328
461.0000000000000,250263.2766432338680,3688205.3455031653900,126.3177656637875,33.30404507
462.0000000000000,250263.2451286274000,3688205.5413167732800,126.3177652698412,33.30404683
463.0000000000000,250263.2121941854710,3688205.7359022530700,126.3177648629735,33.30404857
464.0000000000000,250263.1597706887980,3688205.9255821858600,126.3177642478131,33.30405027
465.0000000000000,250263.1148057705720,3688206.1166066741600,126.3177637125878,33.30405198
466.0000000000000,250263.0718400896580,3688206.3094322732700,126.3177631984130,33.30405371
467.0000000000000,250263.0253664067710,3688206.5001002117100,126.3177626469187,33.30405541
468.0000000000000,250262.9742910918430,3688206.6883012685000,126.3177620473252,33.3040571
469.0000000000000,250262.9283994178980,3688206.8767495490600,126.3177615000004,33.30405878
470.0000000000000,250262.8872305738040,3688207.0659342394200,126.3177610111758,33.30406048
471.0000000000000,250262.7966542695940,3688207.2400666941000,126.3177599884642,33.30406203
472.0000000000000,250262.7638767078750,3688207.4363726233200,126.3177595830906,33.30406379
473.0000000000000,250262.6815746286880,3688207.6134269870800,126.3177586509379,33.30406536
474.0000000000000,250262.6035732805610,3688207.7960301786700,126.3177577634774,33.30406699
475.0000000000000,250262.5307595353220,3688207.9803782068200,126.3177569314497,33.30406864
476.0000000000000,250262.4296057764440,3688208.1495940582800,126.3177557990960,33.30407014
477.0000000000000,250262.3395574311720,3688208.3231322667600,126.3177547848324,33.30407168
478.0000000000000,250262.2344226049020,3688208.4869663072800,126.3177536121754,33.30407313
479.0000000000000,250262.1216096217970,3688208.6500607575300,126.3177523563411,33.30407458
480.0000000000000,250262.0187661175730,3688208.8169861780500,126.3177512067888,33.30407606
481.0000000000000,250261.9007866127350,3688208.9740456040000,126.3177498976066,33.30407744
482.0000000000000,250261.7865716674710,3688209.1372372256600,126.3177486269842,33.30407889
483.0000000000000,250261.6542195482180,3688209.2826635120500,126.3177471666670,33.30408017
484.0000000000000,250261.5530248231660,3688209.4482414717800,126.3177460351511,33.30408164
485.0000000000000,250261.4394677402160,3688209.6044939463000,126.3177447738369,33.30408302
486.0000000000000,250261.2985240535050,3688209.7376980907300,126.3177432245977,33.30408418
487.0000000000000,250261.1601644672620,3688209.8733391994600,126.3177417024119,33.30408537
488.0000000000000,250261.0253622467570,3688210.0156557560000,126.3177402167354,33.30408663
489.0000000000000,250260.8942577942790,3688210.1619575391500,126.3177387696796,33.30408791
490.0000000000000,250260.7391099859960,3688210.2806811616800,126.3177370721464,33.30408895
491.0000000000000,250260.5994512668690,3688210.4170452086300,126.3177355358833,33.30409014
492.0000000000000,250260.4502073100590,3688210.5441517885800,126.3177338993197,33.30409125
493.0000000000000,250260.3040089387210,3688210.6703729946200,126.3177322958281,33.30409236
494.0000000000000,250260.1693034131020,3688210.8150183670200,126.3177308103857,33.30409363
495.0000000000000,250260.0188302044990,3688210.9435852337600,126.3177291604716,33.30409475
496.0000000000000,250259.8809356945850,3688211.0814016256500,126.3177276428573,33.30409596
497.0000000000000,250259.7318348866240,3688211.2095061689600,126.3177260075543,33.30409708
498.0000000000000,250259.5864385145250,3688211.3389180391100,126.3177244117586,33.30409821
499.0000000000000,250259.4312892686280,3688211.4591686120300,126.3177227139368,33.30409926
500.0000000000000,250259.2864039308910,3688211.5915568973900,126.3177211226919,33.30410042
501.0000000000000,250259.1377969956950,3688211.7222965243300,126.3177194920632,33.30410156
502.0000000000000,250258.9883674908770,3688211.8540850463300,126.3177178522821,33.30410272
503.0000000000000,250258.8537394859880,3688211.9974092836500,126.3177163682784,33.30410398
504.0000000000000,250258.6981893723420,3688212.1148942466800,126.3177146666670,33.304105
505.0000000000000,250258.5468966248730,3688212.2428621752200,126.3177130079368,33.30410612
506.0000000000000,250258.3971231530010,3688212.3725729934000,126.3177113650941,33.30410725
507.0000000000000,250258.2523170266940,3688212.5053595402300,126.3177097746712,33.30410841
508.0000000000000,250258.1025076665970,3688212.6327331657500,126.3177081320095,33.30410953
509.0000000000000,250257.9667313823880,3688212.7716775257200,126.3177066368142,33.30411075
510.0000000000000,250257.8156700806860,3688212.9001032416700,126.3177049805054,33.30411187
511.0000000000000,250257.6848372152590,3688213.0482417671000,126.3177035357451,33.30411317
512.0000000000000,250257.5409687515050,3688213.1799611868400,126.3177019556680,33.30411433
513.0000000000000,250257.3938741954910,3688213.3133061253500,126.3177003405841,33.3041155
514.0000000000000,250257.2554920574760,3688213.4487467319700,126.3176988183403,33.30411668
515.0000000000000,250257.1154606358030,3688213.5856109745800,126.3176972779399,33.30411788
516.0000000000000,250256.9748060324340,3688213.7256443714700,126.3176957301590,33.30411911
517.0000000000000,250256.8424474261700,3688213.8707521492600,126.3176942698410,33.30412039
518.0000000000000,250256.7076336420720,3688214.0158900944500,126.3176927832646,33.30412167
519.0000000000000,250256.5502329811270,3688214.1365451249300,126.3176910610423,33.30412272
520.0000000000000,250256.4071064975570,3688214.2705824868800,126.3176894888638,33.30412389
521.0000000000000,250256.2452401123010,3688214.3768706368300,126.3176877220601,33.30412481
522.0000000000000,250256.0929546793340,3688214.4951591589500,126.3176860553938,33.30412584
523.0000000000000,250255.9507422696330,3688214.6302106841500,126.3176844923875,33.30412703
524.0000000000000,250255.7843449134960,3688214.7361188074600,126.3176826775185,33.30412794
525.0000000000000,250255.6393662410260,3688214.8690153830700,126.3176810852423,33.30412911
526.0000000000000,250255.5052527896180,3688215.0154726263200,126.3176796057721,33.30413039
527.0000000000000,250255.3581934951070,3688215.1414266247300,126.3176779928553,33.30413149
528.0000000000000,250255.2091306968360,3688215.2735408553900,126.3176763571425,33.30413265
529.0000000000000,250255.0598011578550,3688215.4000158608000,126.3176747196844,33.30413376
530.0000000000000,250254.9132450286410,3688215.5269280271600,126.3176731122144,33.30413487
531.0000000000000,250254.7629796482500,3688215.6472199331100,126.3176714668439,33.30413591
532.0000000000000,250254.6059235132120,3688215.7638415251900,126.3176697494227,33.30413693
533.0000000000000,250254.4630672855120,3688215.8917189734100,126.3176681811465,33.30413805
534.0000000000000,250254.3488355702430,3688216.0485977693500,126.3176669122446,33.30413943
535.0000000000000,250254.2051426018880,3688216.1828639106800,126.3176653333333,33.30414061
536.0000000000000,250254.0565661124120,3688216.3115956597000,126.3176637035518,33.30414174
537.0000000000000,250253.9122534590420,3688216.4463506639000,126.3176621178933,33.30414292
538.0000000000000,250253.7622015383960,3688216.5721457069800,126.3176604731053,33.30414402
539.0000000000000,250253.6058551897580,3688216.6943778842700,126.3176587614106,33.30414508
540.0000000000000,250253.4708969439960,3688216.8294362719200,126.3176572765429,33.30414627
541.0000000000000,250253.3466613396010,3688216.9811699180900,126.3176559015226,33.3041476
542.0000000000000,250253.1901894966430,3688217.1008427143100,126.3176541895154,33.30414865
543.0000000000000,250253.0400074881610,3688217.2266971268700,126.3176525433002,33.30414975
544.0000000000000,250252.9064604529410,3688217.3611901477000,126.3176510748237,33.30415093
545.0000000000000,250252.8015156981120,3688217.5167460506800,126.3176499044093,33.3041523
546.0000000000000,250252.6794797815670,3688217.6678856466900,126.3176485530184,33.30415364
547.0000000000000,250252.5422742220100,3688217.7992437467900,126.3176470444950,33.30415479
548.0000000000000,250252.3947711034270,3688217.9251346541600,126.3176454270937,33.30415589
549.0000000000000,250252.2622767674620,3688218.0732936253800,126.3176439644803,33.30415719
550.0000000000000,250252.0976095284850,3688218.1855272618100,126.3176421666670,33.30415817
551.0000000000000,250251.9667581924000,3688218.3317122249900,126.3176407226635,33.30415945
552.0000000000000,250251.8325771055530,3688218.4623199119200,126.3176392464248,33.3041606
553.0000000000000,250251.7011241933500,3688218.6088096587900,126.3176377957103,33.30416189
554.0000000000000,250251.5516900355870,3688218.7367417258200,126.3176361567869,33.30416301
555.0000000000000,250251.4025192555560,3688218.8679335331600,126.3176345202021,33.30416415
556.0000000000000,250251.2548392223540,3688218.9936556876700,126.3176329003838,33.30416525
557.0000000000000,250251.1027421860190,3688219.1122314171000,126.3176312359339,33.30416629
558.0000000000000,250250.9417369318830,3688219.2283963603000,126.3176294761908,33.30416729
559.0000000000000,250250.7899337375120,3688219.3565067662900,126.3176278122338,33.30416841
560.0000000000000,250250.6428163403180,3688219.4884151113200,126.3176261971027,33.30416957
561.0000000000000,250250.5136826504310,3688219.6315649920200,126.3176247723685,33.30417083
562.0000000000000,250250.3583602347060,3688219.7487169774300,126.3176230739550,33.30417185
563.0000000000000,250250.2371894033270,3688219.8938480513200,126.3176217327210,33.30417313
564.0000000000000,250250.1022661333840,3688220.0349604054400,126.3176202460316,33.30417437
565.0000000000000,250249.9565649516880,3688220.1696705105700,126.3176186455670,33.30417555
566.0000000000000,250249.8262486368180,3688220.3177740536600,126.3176172063489,33.30417685
567.0000000000000,250249.6810434512730,3688220.4518477991200,126.3176156112728,33.30417803
568.0000000000000,250249.5526346431870,3688220.5971382567700,126.3176141934074,33.30417931
569.0000000000000,250249.4007144143980,3688220.7260272004700,126.3176125276394,33.30418043
570.0000000000000,250249.2559566643320,3688220.8578816643000,126.3176109380116,33.30418159
571.0000000000000,250249.1129386742250,3688220.9973748377500,126.3176093649191,33.30418281
572.0000000000000,250248.9576203495670,3688221.1207012818200,126.3176076642834,33.30418388
573.0000000000000,250248.8078209057560,3688221.2476600897500,126.3176060221751,33.30418499
574.0000000000000,250248.6741614753260,3688221.3757395306600,126.3176045526016,33.30418612
575.0000000000000,250248.5198733489660,3688221.4998073391600,126.3176028626963,33.3041872
576.0000000000000,250248.3606573228020,3688221.6161725446600,126.3176011221710,33.30418821
577.0000000000000,250248.2045451914600,3688221.7330531925000,126.3175994147577,33.30418923
578.0000000000000,250248.0626106343110,3688221.8685226528900,126.3175978544055,33.30419042
579.0000000000000,250247.9148611979320,3688221.9983335221200,126.3175962331963,33.30419155
580.0000000000000,250247.7525632157340,3688222.1103581832700,126.3175944608230,33.30419252
581.0000000000000,250247.5994927325810,3688222.2335100658300,126.3175927843894,33.3041936
582.0000000000000,250247.4362199530290,3688222.3459072192200,126.3175910015143,33.30419457
583.0000000000000,250247.2954732321080,3688222.4814035683000,126.3175894540004,33.30419576
584.0000000000000,250247.1376276618100,3688222.5926193473900,126.3175877295051,33.30419673
585.0000000000000,250247.0023474128680,3688222.7356845745800,126.3175862381394,33.30419798
586.0000000000000,250246.8515602572290,3688222.8583794580800,126.3175845865420,33.30419905
587.0000000000000,250246.7010080178730,3688222.9831911483800,126.3175829366701,33.30420014
588.0000000000000,250246.5464846519170,3688223.1052341256300,126.3175812450927,33.30420121
589.0000000000000,250246.4055566142480,3688223.2377221840400,126.3175796960573,33.30420237
590.0000000000000,250246.2482526895470,3688223.3542247698700,126.3175779761902,33.30420338
591.0000000000000,250246.0942375510050,3688223.4729855000100,126.3175762908192,33.30420442
592.0000000000000,250245.9393468976190,3688223.5947168339100,126.3175745952378,33.30420548
593.0000000000000,250245.7863029329740,3688223.7213631779900,126.3175729182191,33.30420658
594.0000000000000,250245.6318095760650,3688223.8335645529500,126.3175712293624,33.30420756
595.0000000000000,250245.4911213044250,3688223.9707093448400,126.3175696817949,33.30420876
596.0000000000000,250245.3375333652360,3688224.0937873576800,126.3175680000000,33.30420983
597.0000000000000,250245.1811607613340,3688224.2114237733200,126.3175662896405,33.30421086
598.0000000000000,250245.0227999825140,3688224.3257456584800,126.3175645588633,33.30421185
599.0000000000000,250244.8549684168530,3688224.4296355107800,126.3175627294568,33.30421275
600.0000000000000,250244.6926898019730,3688224.5400766036500,126.3175609576821,33.30421371
601.0000000000000,250244.5199612737340,3688224.6347650569000,126.3175590780544,33.30421452
602.0000000000000,250244.3491087231960,3688224.7207185798300,126.3175572211563,33.30421525
603.0000000000000,250244.1705913403420,3688224.7966444003400,126.3175552844257,33.3042159
604.0000000000000,250243.9927617521020,3688224.8718580608300,126.3175533555526,33.30421653
605.0000000000000,250243.8071743410250,3688224.9352267095800,126.3175513468017,33.30421706
606.0000000000000,250243.6212457425130,3688225.0037588221000,126.3175493333337,33.30421764
607.0000000000000,250243.4297557085520,3688225.0366884018300,126.3175472689415,33.30421788
608.0000000000000,250243.2453505337760,3688225.1013627373600,126.3175452726691,33.30421843
609.0000000000000,250243.0556796218730,3688225.1513611814000,126.3175432235600,33.30421883
610.0000000000000,250242.8636772283640,3688225.1896692006900,126.3175411531983,33.30421914
611.0000000000000,250242.6780984192730,3688225.2354129664600,126.3175391481919,33.3042195
612.0000000000000,250242.4842167414900,3688225.2603311482800,126.3175370618159,33.30421968
613.0000000000000,250242.2886978000750,3688225.3019190565700,126.3175349523810,33.30422001
614.0000000000000,250242.1068262170300,3688225.3052730653400,126.3175330000000,33.30422
615.0000000000000,250241.9244797946880,3688225.3652624180600,126.3175310267492,33.3042205
616.0000000000000,250241.7321932204060,3688225.4052579528700,126.3175289528431,33.30422082
617.0000000000000,250241.5403214432880,3688225.4371670354200,126.3175268852716,33.30422106
618.0000000000000,250241.3483468601480,3688225.4713609064900,126.3175248160497,33.30422132
619.0000000000000,250241.1606770872020,3688225.4890766553600,126.3175227977294,33.30422143
620.0000000000000,250240.9641794040210,3688225.4825816387300,126.3175206904762,33.30422133
621.0000000000000,250240.7646119211560,3688225.4877862786000,126.3175185476191,33.30422133
622.0000000000000,250240.5659902004990,3688225.4922721684000,126.3175164153505,33.30422133
623.0000000000000,250240.3715653398830,3688225.4983430560700,126.3175143265997,33.30422133
624.0000000000000,250240.1855339295870,3688225.4752885573600,126.3175123377364,33.30422109
625.0000000000000,250239.9906603306290,3688225.4954238031100,126.3175102410401,33.30422122
626.0000000000000,250239.7973090158770,3688225.4941733270000,126.3175081666670,33.30422117
627.0000000000000,250239.6048694030320,3688225.4988325350000,126.3175061006039,33.30422116
628.0000000000000,250239.4132302573120,3688225.5040217652000,126.3175040426547,33.30422117
629.0000000000000,250239.2343902776190,3688225.4354652743800,126.3175021428572,33.3042205
630.0000000000000,250239.0416138611610,3688225.4581899866500,126.3175000678996,33.30422067
631.0000000000000,250238.8452145823100,3688225.4631733708100,126.3174979592223,33.30422067
632.0000000000000,250238.6517306568270,3688225.4767117430500,126.3174958794083,33.30422074
633.0000000000000,250238.4540932991650,3688225.4917333996900,126.3174937545953,33.30422083
634.0000000000000,250238.2581903813400,3688225.4980574920800,126.3174916506314,33.30422084
635.0000000000000,250238.0654182250430,3688225.5045716837100,126.3174895808765,33.30422086
636.0000000000000,250237.8727982768610,3688225.5427578920500,126.3174875034010,33.30422116
637.0000000000000,250237.6753939668990,3688225.5330979260600,126.3174853888749,33.30422102
638.0000000000000,250237.5013587085700,3688225.5779252480700,126.3174835077718,33.30422139
639.0000000000000,250237.3133427755670,3688225.6255862908500,126.3174814773213,33.30422177
640.0000000000000,250237.1193494841280,3688225.6705315727800,126.3174793833978,33.30422213
641.0000000000000,250236.9262844720500,3688225.7133733909600,126.3174772999827,33.30422248
642.0000000000000,250236.7387793152300,3688225.7753089577900,126.3174752709411,33.30422299
643.0000000000000,250236.5502479281560,3688225.8393240100700,126.3174732303204,33.30422352
644.0000000000000,250236.3589326268700,3688225.8785970388000,126.3174711666670,33.30422383
645.0000000000000,250236.1758971737870,3688225.9475675378900,126.3174691836527,33.30422441
646.0000000000000,250236.0015608393870,3688225.9999292977200,126.3174672985476,33.30422484
647.0000000000000,250235.8201344956460,3688226.0729428608900,126.3174653324357,33.30422546
648.0000000000000,250235.6494196224950,3688226.1375361615800,126.3174634810518,33.304226
649.0000000000000,250235.4637846597180,3688226.1934792422700,126.3174614747849,33.30422646
650.0000000000000,250235.2855264187380,3688226.2814338621700,126.3174595377470,33.30422721
651.0000000000000,250235.1117771054850,3688226.3681109710600,126.3174576496805,33.30422796
652.0000000000000,250234.9349852260490,3688226.4494145195900,126.3174557301590,33.30422865
653.0000000000000,250234.7598235508770,3688226.5410132603700,126.3174538253971,33.30422943
654.0000000000000,250234.5813974506160,3688226.6206128462200,126.3174518888890,33.30423011
655.0000000000000,250234.4098803462690,3688226.7197472769800,126.3174500210718,33.30423096
656.0000000000000,250234.2378797427510,3688226.8130739051900,126.3174481498918,33.30423176
657.0000000000000,250234.0758588115270,3688226.9228771990200,126.3174463809524,33.30423271
658.0000000000000,250233.9122006078540,3688227.0302782547700,126.3174445952378,33.30423364
659.0000000000000,250233.7562191973840,3688227.1487376303400,126.3174428888890,33.30423467
660.0000000000000,250233.5888152896950,3688227.2539788554400,126.3174410634923,33.30423558
661.0000000000000,250233.4328444855050,3688227.3729306394200,126.3174393571427,33.30423662
662.0000000000000,250233.2732176451820,3688227.4933100016800,126.3174376111110,33.30423767
663.0000000000000,250233.1145371943710,3688227.6125684958000,126.3174358755504,33.3042387
664.0000000000000,250232.9609239501000,3688227.7362546809000,126.3174341931265,33.30423978
665.0000000000000,250232.8105390526180,3688227.8636224782100,126.3174325443320,33.3042409
666.0000000000000,250232.6595398152130,3688227.9911455689000,126.3174308889040,33.30424201
667.0000000000000,250232.5139741617020,3688228.1262473533900,126.3174292896405,33.30424319
668.0000000000000,250232.3555621401460,3688228.2387613798500,126.3174275588633,33.30424417
669.0000000000000,250232.2114237377820,3688228.3732927017900,126.3174259751107,33.30424535
670.0000000000000,250232.0670460982650,3688228.5073752203000,126.3174243889040,33.30424652
671.0000000000000,250231.9218235004810,3688228.6414988497300,126.3174227936505,33.3042477
672.0000000000000,250231.7735327665280,3688228.7712532444900,126.3174211666670,33.30424883
673.0000000000000,250231.6367523970250,3688228.9130798350100,126.3174196599323,33.30425008
674.0000000000000,250231.4875928171960,3688229.0417605284600,126.3174180238098,33.3042512
675.0000000000000,250231.3451817673920,3688229.1804202697300,126.3174164574850,33.30425242
676.0000000000000,250231.1980295855900,3688229.3153319656900,126.3174148412699,33.3042536
677.0000000000000,250231.0498806210520,3688229.4458183851100,126.3174132156106,33.30425474
678.0000000000000,250230.9059234289160,3688229.5764472442700,126.3174116349059,33.30425589
679.0000000000000,250230.7610171955020,3688229.7125081447900,126.3174100425150,33.30425708
680.0000000000000,250230.6185812863980,3688229.8500633672800,126.3174084761902,33.30425829
681.0000000000000,250230.4786926291410,3688229.9875537608800,126.3174069372102,33.30425949
682.0000000000000,250230.3326662810280,3688230.1216752179900,126.3174053333330,33.30426067
683.0000000000000,250230.1846950108010,3688230.2519995616800,126.3174037096216,33.30426181
684.0000000000000,250230.0442176310460,3688230.3903870601200,126.3174021642637,33.30426302
685.0000000000000,250229.8937654574400,3688230.5134972417700,126.3174005157363,33.3042641
686.0000000000000,250229.7414033834640,3688230.6407327558900,126.3173988457956,33.30426521
687.0000000000000,250229.5981323145380,3688230.7747892015600,126.3173972714459,33.30426638
688.0000000000000,250229.4451880669220,3688230.9020416475800,126.3173955952378,33.30426749
689.0000000000000,250229.2924948984000,3688231.0301131433800,126.3173939214837,33.30426861
690.0000000000000,250229.1441003732030,3688231.1588832940900,126.3173922936658,33.30426974
691.0000000000000,250228.9935292563160,3688231.2862626742600,126.3173906428575,33.30427085
692.0000000000000,250228.8412178419530,3688231.4132566466000,126.3173889735208,33.30427196
693.0000000000000,250228.7043752206370,3688231.5570772881600,126.3173874656327,33.30427322
