0.000000	316666.984632	4158075.413331	5.000000	0.000000
1.000000	316666.971050	4158075.458778	5.000000	0.000000
2.000000	316667.152479	4158075.512470	5.000000	0.000000
3.000000	316667.345192	4158075.558308	5.000000	0.000000
4.000000	316667.534087	4158075.562605	5.000000	0.000000
5.000000	316667.732296	4158075.567114	5.000000	0.000000
6.000000	316667.919044	4158075.555423	5.000000	0.000000
7.000000	316668.115244	4158075.540707	5.000000	0.000000
8.000000	316668.296741	4158075.524676	5.000000	0.000000
9.000000	316668.459762	4158075.493968	5.000000	0.000000
10.000000	316668.634568	4158075.439088	5.000000	0.000000
11.000000	316668.794998	4158075.388721	5.000000	0.000000
12.000000	316668.950992	4158075.339747	5.000000	0.000000
13.000000	316669.128838	4158075.283913	5.000000	0.000000
14.000000	316669.266295	4158075.236539	5.000000	0.000000
15.000000	316669.394562	4158075.191686	5.000000	0.000000
16.000000	316669.551811	4158075.136699	5.000000	0.000000
17.000000	316669.725160	4158075.076081	5.000000	0.000000
18.000000	316669.901729	4158075.014337	5.000000	0.000000
19.000000	316670.068638	4158074.955972	5.000000	0.000000
20.000000	316670.213007	4158074.905488	5.000000	0.000000
21.000000	316670.398688	4158074.840954	5.000000	0.000000
22.000000	316670.562474	4158074.791880	5.000000	0.000000
23.000000	316670.701900	4158074.750104	5.000000	0.000000
24.000000	316670.863095	4158074.701807	5.000000	0.000000
25.000000	316671.033620	4158074.650714	5.000000	0.000000
26.000000	316671.201034	4158074.600552	5.000000	0.000000
27.000000	316671.352900	4158074.555050	5.000000	0.000000
28.000000	316671.524331	4158074.503685	5.000000	0.000000
29.000000	316671.700753	4158074.454967	5.000000	0.000000
30.000000	316671.890787	4158074.405187	5.000000	0.000000
31.000000	316672.046213	4158074.364473	5.000000	0.000000
32.000000	316672.210635	4158074.321403	5.000000	0.000000
33.000000	316672.372058	4158074.279118	5.000000	0.000000
34.000000	316672.518489	4158074.240760	5.000000	0.000000
35.000000	316672.683785	4158074.197461	5.000000	0.000000
36.000000	316672.863346	4158074.148232	5.000000	0.000000
37.000000	316672.988785	4158074.112991	5.000000	0.000000
38.000000	316673.142565	4158074.069788	5.000000	0.000000
39.000000	316673.312091	4158074.022162	5.000000	0.000000
40.000000	316673.484766	4158073.973650	5.000000	0.000000
41.000000	316673.647994	4158073.927793	5.000000	0.000000
42.000000	316673.789178	4158073.888129	5.000000	0.000000
43.000000	316673.970739	4158073.836678	5.000000	0.000000
44.000000	316674.130394	4158073.782645	5.000000	0.000000
45.000000	316674.266304	4158073.736648	5.000000	0.000000
46.000000	316674.423434	4158073.683469	5.000000	0.000000
47.000000	316674.589658	4158073.627212	5.000000	0.000000
48.000000	316674.752850	4158073.571982	5.000000	0.000000
49.000000	316674.900885	4158073.521881	5.000000	0.000000
50.000000	316675.067993	4158073.465325	5.000000	0.000000
51.000000	316675.243904	4158073.404020	5.000000	0.000000
52.000000	316675.364615	4158073.361243	5.000000	0.000000
53.000000	316675.512598	4158073.308802	5.000000	0.000000
54.000000	316675.675734	4158073.250991	5.000000	0.000000
55.000000	316675.841900	4158073.192107	5.000000	0.000000
56.000000	316675.998974	4158073.136444	5.000000	0.000000
57.000000	316676.134836	4158073.088298	5.000000	0.000000
58.000000	316676.311573	4158073.025634	5.000000	0.000000
59.000000	316676.438243	4158072.980293	5.000000	0.000000
60.000000	316676.586101	4158072.927367	5.000000	0.000000
61.000000	316676.767367	4158072.862483	5.000000	0.000000
62.000000	316676.865887	4158072.827217	5.000000	0.000000
63.000000	316676.967192	4158072.790955	5.000000	0.000000
64.000000	316677.069425	4158072.754361	5.000000	0.000000
65.000000	316677.170729	4158072.718099	5.000000	0.000000
66.000000	316677.269250	4158072.682833	5.000000	0.000000
67.000000	316677.450516	4158072.617949	5.000000	0.000000
68.000000	316677.598374	4158072.565023	5.000000	0.000000
69.000000	316677.766539	4158072.506167	5.000000	0.000000
70.000000	316677.914479	4158072.459384	5.000000	0.000000
71.000000	316678.060653	4158072.413161	5.000000	0.000000
72.000000	316678.229649	4158072.359720	5.000000	0.000000
73.000000	316678.408427	4158072.303186	5.000000	0.000000
74.000000	316678.583945	4158072.247684	5.000000	0.000000
75.000000	316678.743160	4158072.197336	5.000000	0.000000
76.000000	316678.922889	4158072.140501	5.000000	0.000000
77.000000	316679.064853	4158072.102518	5.000000	0.000000
78.000000	316679.251242	4158072.061396	5.000000	0.000000
79.000000	316679.416358	4158072.024968	5.000000	0.000000
80.000000	316679.598380	4158071.984809	5.000000	0.000000
81.000000	316679.783783	4158071.943905	5.000000	0.000000
82.000000	316679.959042	4158071.905238	5.000000	0.000000
83.000000	316680.110633	4158071.871794	5.000000	0.000000
84.000000	316680.297304	4158071.830609	5.000000	0.000000
85.000000	316680.486082	4158071.789379	5.000000	0.000000
86.000000	316680.639383	4158071.755896	5.000000	0.000000
87.000000	316680.816620	4158071.717186	5.000000	0.000000
88.000000	316681.004116	4158071.676236	5.000000	0.000000
89.000000	316681.188192	4158071.636032	5.000000	0.000000
90.000000	316681.355171	4158071.599562	5.000000	0.000000
91.000000	316681.543664	4158071.558394	5.000000	0.000000
92.000000	316681.688142	4158071.523430	5.000000	0.000000
93.000000	316681.872253	4158071.474429	5.000000	0.000000
94.000000	316682.035350	4158071.431020	5.000000	0.000000
95.000000	316682.215147	4158071.383167	5.000000	0.000000
96.000000	316682.398284	4158071.334425	5.000000	0.000000
97.000000	316682.571401	4158071.288349	5.000000	0.000000
98.000000	316682.721139	4158071.248496	5.000000	0.000000
99.000000	316682.913936	4158071.197894	5.000000	0.000000
100.000000	316683.088161	4158071.166268	5.000000	0.000000
101.000000	316683.236473	4158071.139345	5.000000	0.000000
102.000000	316683.407941	4158071.108218	5.000000	0.000000
103.000000	316683.589333	4158071.075290	5.000000	0.000000
104.000000	316683.767418	4158071.042963	5.000000	0.000000
105.000000	316683.928962	4158071.013638	5.000000	0.000000
106.000000	316684.111319	4158070.980535	5.000000	0.000000
107.000000	316684.294696	4158070.998616	5.000000	0.000000
108.000000	316684.417093	4158071.032203	5.000000	0.000000
109.000000	316684.567144	4158071.073379	5.000000	0.000000
110.000000	316684.732559	4158071.118771	5.000000	0.000000
111.000000	316684.901046	4158071.165006	5.000000	0.000000
112.000000	316685.060315	4158071.208711	5.000000	0.000000
113.000000	316685.198076	4158071.246515	5.000000	0.000000
114.000000	316685.373866	4158071.299146	5.000000	0.000000
115.000000	316685.501306	4158071.425125	5.000000	0.000000
116.000000	316685.609792	4158071.532367	5.000000	0.000000
117.000000	316685.735216	4158071.656354	5.000000	0.000000
118.000000	316685.867899	4158071.787516	5.000000	0.000000
119.000000	316685.998162	4158071.916287	5.000000	0.000000
120.000000	316686.116327	4158072.033097	5.000000	0.000000
121.000000	316686.249716	4158072.164957	5.000000	0.000000
122.000000	316686.355611	4158072.323897	5.000000	0.000000
123.000000	316686.414463	4158072.441018	5.000000	0.000000
124.000000	316686.486612	4158072.584602	5.000000	0.000000
125.000000	316686.566149	4158072.742887	5.000000	0.000000
126.000000	316686.647162	4158072.904112	5.000000	0.000000
127.000000	316686.723744	4158073.056517	5.000000	0.000000
128.000000	316686.789983	4158073.188339	5.000000	0.000000
129.000000	316686.874436	4158073.358282	5.000000	0.000000
130.000000	316686.934218	4158073.516060	5.000000	0.000000
131.000000	316686.985108	4158073.650371	5.000000	0.000000
132.000000	316687.043944	4158073.805653	5.000000	0.000000
133.000000	316687.106185	4158073.969923	5.000000	0.000000
134.000000	316687.167291	4158074.131196	5.000000	0.000000
135.000000	316687.222721	4158074.277491	5.000000	0.000000
136.000000	316687.285293	4158074.442634	5.000000	0.000000
137.000000	316687.345735	4158074.623667	5.000000	0.000000
